Time,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,High_Gamma,Attention,Meditation,Signal
2016-11-28 17:34:29.748000,365009.0,119910.0,19371.0,10435.0,11812.0,18523.0,4668.0,21605.0,37,44,0
2016-11-28 17:34:30.756000,118569.0,89859.0,35536.0,10309.0,5478.0,12011.0,11452.0,10628.0,44,60,0
2016-11-28 17:34:31.730000,262680.0,37683.0,11189.0,8407.0,13877.0,4088.0,5365.0,2394.0,37,57,0
2016-11-28 17:34:32.739000,973737.0,192153.0,17292.0,13001.0,9608.0,8082.0,8985.0,5779.0,35,50,0
2016-11-28 17:34:33.727000,904706.0,3635.0,1050.0,1532.0,2043.0,925.0,872.0,194.0,35,50,25
2016-11-28 17:34:34.726000,36684.0,41453.0,7783.0,19135.0,4897.0,4926.0,3686.0,1696.0,29,60,0
2016-11-28 17:34:35.721000,1669930.0,75792.0,65772.0,13014.0,11311.0,21724.0,6974.0,9040.0,34,64,0
2016-11-28 17:34:36.709000,96766.0,68010.0,14354.0,8113.0,8040.0,6446.0,7103.0,3658.0,34,61,0
2016-11-28 17:34:37.710000,421063.0,38918.0,33266.0,33962.0,15706.0,22481.0,14883.0,9574.0,50,80,0
2016-11-28 17:34:38.711000,2139846.0,651072.0,247801.0,47596.0,43394.0,48691.0,45487.0,44548.0,47,77,0
2016-11-28 17:34:39.698000,237271.0,88376.0,29501.0,21891.0,8951.0,16667.0,8133.0,5633.0,44,74,0
2016-11-28 17:34:40.696000,1980163.0,64410.0,37650.0,28602.0,8789.0,17975.0,16029.0,4041.0,44,74,26
2016-11-28 17:34:41.698000,80108.0,6852.0,23657.0,4506.0,3227.0,1476.0,1156.0,1630.0,40,93,0
2016-11-28 17:34:42.682000,422712.0,97222.0,29075.0,20789.0,29135.0,15066.0,6666.0,8073.0,34,84,0
2016-11-28 17:34:43.677000,493626.0,181104.0,24941.0,14824.0,31541.0,8592.0,5160.0,3444.0,30,77,0
2016-11-28 17:34:44.672000,720059.0,175053.0,289612.0,242216.0,185624.0,148641.0,44154.0,12294.0,30,77,26
2016-11-28 17:34:45.668000,599199.0,51726.0,49383.0,16497.0,24463.0,13877.0,5934.0,6965.0,30,81,0
2016-11-28 17:34:46.672000,985780.0,692578.0,239195.0,255356.0,195772.0,55987.0,48688.0,68221.0,30,67,0
2016-11-28 17:34:47.675000,175593.0,88573.0,33120.0,37393.0,43329.0,37769.0,3648.0,1711.0,40,69,0
2016-11-28 17:34:48.660000,691614.0,5575.0,10449.0,5337.0,16321.0,11941.0,4798.0,1399.0,40,69,51
2016-11-28 17:34:49.657000,348965.0,67896.0,13866.0,25132.0,4531.0,14621.0,7752.0,8807.0,51,80,0
2016-11-28 17:34:50.651000,1216399.0,136211.0,94733.0,24039.0,25125.0,52945.0,41184.0,9358.0,56,75,0
2016-11-28 17:34:51.631000,809732.0,389061.0,145694.0,293719.0,281896.0,258365.0,22337.0,9705.0,75,74,0
2016-11-28 17:34:52.637000,271822.0,55935.0,10809.0,3843.0,8489.0,9617.0,3443.0,2130.0,69,66,0
