Time,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,High_Gamma,Attention,Meditation,Signal
2016-03-12 16:38:51.344000,1025824.0,166500.0,11558.0,11314.0,41945.0,29347.0,14642.0,8285.0,44,37,0
2016-03-12 16:38:52.322000,569113.0,216264.0,120342.0,42437.0,39623.0,53883.0,33120.0,14420.0,61,48,0
2016-03-12 16:38:53.333000,1161063.0,279998.0,30904.0,74368.0,98402.0,57468.0,75346.0,29109.0,60,43,0
2016-03-12 16:38:54.314000,96028.0,50878.0,4188.0,9951.0,1981.0,5242.0,6613.0,2569.0,60,48,0
2016-03-12 16:38:55.320000,2386237.0,523270.0,115934.0,66059.0,82583.0,72261.0,21762.0,31532.0,51,60,0
2016-03-12 16:38:56.333000,743535.0,171416.0,47813.0,5413.0,14550.0,12428.0,12114.0,4126.0,34,51,0
2016-03-12 16:38:57.305000,1355467.0,42837.0,4503.0,8896.0,12573.0,4321.0,1842.0,858.0,17,51,0
2016-03-12 16:38:58.306000,633127.0,22113.0,7750.0,2204.0,7632.0,1384.0,839.0,295.0,17,51,26
2016-03-12 16:38:59.308000,270801.0,96206.0,38118.0,4886.0,16174.0,8579.0,13332.0,3172.0,13,56,0
2016-03-12 16:39:00.296000,736296.0,32388.0,33458.0,35425.0,16866.0,29515.0,3350.0,2152.0,35,70,0
2016-03-12 16:39:01.290000,262212.0,31468.0,639.0,10914.0,7846.0,8780.0,1568.0,371.0,60,70,0
2016-03-12 16:39:02.302000,247542.0,34574.0,14573.0,3322.0,19535.0,8589.0,9748.0,1275.0,77,74,0
2016-03-12 16:39:03.294000,1248635.0,48643.0,83516.0,15872.0,40099.0,30078.0,19516.0,9376.0,97,84,0
2016-03-12 16:39:04.281000,1313222.0,384340.0,24989.0,15377.0,58233.0,36629.0,24378.0,19188.0,75,54,0
2016-03-12 16:39:05.291000,283670.0,78698.0,182649.0,208031.0,46786.0,125312.0,64630.0,21847.0,75,54,26
2016-03-12 16:39:06.260000,411257.0,133924.0,6025.0,24423.0,17788.0,25455.0,26575.0,23434.0,75,54,26
2016-03-12 16:39:07.284000,40545.0,58536.0,10224.0,5864.0,2275.0,2726.0,3602.0,2729.0,41,54,0
2016-03-12 16:39:08.270000,972057.0,359388.0,57637.0,7197.0,47899.0,23354.0,23014.0,13816.0,21,48,0
2016-03-12 16:39:09.265000,107599.0,45415.0,13713.0,20759.0,9597.0,4069.0,7038.0,8021.0,1,43,0
2016-03-12 16:39:10.272000,917534.0,40118.0,6682.0,24566.0,12323.0,18974.0,25413.0,12045.0,21,64,0
2016-03-12 16:39:11.262000,752207.0,140760.0,67655.0,25872.0,119459.0,105336.0,14470.0,17844.0,63,64,0
2016-03-12 16:39:12.241000,2142490.0,154063.0,12638.0,7986.0,36632.0,23911.0,13528.0,5558.0,63,64,26
2016-03-12 16:39:13.248000,881469.0,191024.0,41158.0,133197.0,69349.0,71571.0,46322.0,6319.0,83,78,0
2016-03-12 16:39:14.227000,35348.0,50927.0,15374.0,7749.0,5841.0,6416.0,6297.0,3676.0,90,74,0
2016-03-12 16:39:15.237000,106593.0,19239.0,9453.0,2878.0,4230.0,5203.0,6061.0,5430.0,78,70,0
