Time,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,High_Gamma,Attention,Meditation,Signal
2015-12-17 15:48:40.289000,91025.0,39806.0,15762.0,7173.0,12543.0,7463.0,2182.0,742.0,0,0,200
2015-12-17 15:48:41.295000,45957.0,468267.0,125903.0,88802.0,35709.0,88649.0,25442.0,17820.0,0,0,200
2015-12-17 15:48:42.263000,813290.0,146143.0,79953.0,70522.0,81685.0,61993.0,16270.0,8024.0,0,0,200
2015-12-17 15:48:43.273000,98392.0,52975.0,53105.0,36272.0,20148.0,14758.0,5496.0,1363.0,0,0,200
2015-12-17 15:48:44.273000,1981100.0,596042.0,744755.0,614045.0,233383.0,743712.0,200710.0,296924.0,0,0,51
2015-12-17 15:48:45.274000,669488.0,151253.0,113142.0,29976.0,49426.0,10072.0,20702.0,20731.0,0,0,51
2015-12-17 15:48:46.267000,1719843.0,465242.0,425482.0,428660.0,234142.0,262381.0,211049.0,64077.0,0,0,51
2015-12-17 15:48:47.253000,755888.0,156367.0,41283.0,20061.0,37190.0,42525.0,41031.0,12670.0,0,0,51
2015-12-17 15:48:48.258000,421408.0,258144.0,102116.0,141119.0,166901.0,95073.0,46772.0,54997.0,0,0,51
2015-12-17 15:48:49.239000,1050111.0,659377.0,73106.0,111652.0,101434.0,334648.0,82601.0,95993.0,0,0,51
2015-12-17 15:48:50.231000,2013710.0,84012.0,6029.0,4840.0,11986.0,10098.0,3481.0,2944.0,0,0,51
2015-12-17 15:48:51.234000,830892.0,203058.0,136536.0,55801.0,39900.0,15547.0,9260.0,11334.0,0,0,51
