Time,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,High_Gamma,Attention,Meditation,Signal
2016-11-28 16:58:50.417000,1166148.0,92873.0,30947.0,44577.0,33935.0,6863.0,2132.0,2982.0,0,0,200
2016-11-28 16:58:51.419000,1109218.0,42314.0,4420.0,4444.0,6655.0,4771.0,2612.0,1630.0,0,0,200
2016-11-28 16:58:52.405000,69405.0,160134.0,15593.0,9757.0,13939.0,16683.0,1323.0,5922.0,0,0,200
2016-11-28 16:58:53.411000,100832.0,14323.0,97908.0,69230.0,25570.0,12804.0,6879.0,9138.0,0,0,200
2016-11-28 16:58:54.411000,1260196.0,204951.0,63342.0,75223.0,195552.0,208946.0,129777.0,123516.0,0,0,200
2016-11-28 16:58:55.414000,770451.0,326000.0,201544.0,276614.0,27557.0,236121.0,158035.0,91247.0,0,0,200
2016-11-28 16:58:56.397000,767060.0,220686.0,113290.0,198632.0,78878.0,88864.0,111262.0,47318.0,0,0,51
2016-11-28 16:58:57.396000,984748.0,58136.0,76078.0,66132.0,82891.0,125807.0,18214.0,24690.0,0,0,51
2016-11-28 16:58:58.389000,1192960.0,7331.0,3105.0,6074.0,3797.0,3317.0,867.0,413.0,0,0,25
2016-11-28 16:58:59.371000,277337.0,29853.0,5469.0,1835.0,2099.0,2997.0,3436.0,3461.0,0,0,25
2016-11-28 16:59:00.378000,1487476.0,177091.0,84365.0,43997.0,27892.0,32095.0,10608.0,5599.0,0,0,51
2016-11-28 16:59:01.379000,1490816.0,206110.0,22059.0,10776.0,8986.0,7448.0,2070.0,1092.0,0,0,25
2016-11-28 16:59:02.369000,1101000.0,100774.0,39388.0,74589.0,23874.0,12061.0,8587.0,4500.0,0,0,0
2016-11-28 16:59:03.367000,622103.0,38726.0,1355.0,1988.0,1579.0,1894.0,826.0,573.0,0,0,25
2016-11-28 16:59:04.371000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,25
2016-11-28 16:59:05.358000,1074069.0,29925.0,19819.0,11292.0,3204.0,4244.0,490.0,783.0,0,0,0
2016-11-28 16:59:06.340000,806.0,326.0,56.0,19.0,24.0,25.0,9.0,10.0,0,0,25
2016-11-28 16:59:07.344000,2467661.0,46538.0,3002.0,10094.0,10498.0,5399.0,751.0,330.0,0,0,51
2016-11-28 16:59:08.344000,423887.0,138699.0,10732.0,4123.0,16186.0,18218.0,5155.0,1222.0,0,0,51
2016-11-28 16:59:09.341000,1592016.0,48045.0,3169.0,8755.0,16269.0,15843.0,3450.0,918.0,0,0,51
2016-11-28 16:59:10.337000,166.0,190.0,125.0,100.0,71.0,43.0,5.0,9.0,0,0,25
2016-11-28 16:59:11.319000,128294.0,15564.0,2273.0,799.0,1443.0,677.0,274.0,150.0,0,0,0
2016-11-28 16:59:12.332000,1069191.0,12381.0,7096.0,21095.0,8805.0,15513.0,3455.0,1608.0,0,0,51
2016-11-28 16:59:13.304000,593583.0,75296.0,10728.0,38697.0,16674.0,28397.0,2533.0,543.0,0,0,26
2016-11-28 16:59:14.318000,414083.0,24800.0,2157.0,3394.0,3477.0,2203.0,513.0,139.0,0,0,51
2016-11-28 16:59:15.312000,2276739.0,82521.0,27899.0,26411.0,18416.0,46760.0,22817.0,5066.0,0,0,51
2016-11-28 16:59:16.303000,1055198.0,46801.0,11826.0,13471.0,4155.0,3532.0,1154.0,907.0,0,0,25
2016-11-28 16:59:17.307000,534558.0,86343.0,15646.0,6981.0,17870.0,18080.0,2146.0,1350.0,0,0,25
2016-11-28 16:59:18.312000,1929192.0,275257.0,40134.0,76302.0,216320.0,169003.0,104744.0,51743.0,0,0,51
2016-11-28 16:59:19.289000,2110345.0,754643.0,245525.0,120582.0,340912.0,142116.0,79472.0,40021.0,0,0,51
2016-11-28 16:59:20.280000,1026131.0,136634.0,85381.0,131207.0,93892.0,107203.0,21178.0,9563.0,0,0,51
2016-11-28 16:59:21.282000,675715.0,57326.0,41279.0,38041.0,38476.0,11108.0,14645.0,5202.0,0,0,51
2016-11-28 16:59:22.267000,1973402.0,131000.0,114146.0,51650.0,38662.0,136524.0,48268.0,23390.0,0,0,51
2016-11-28 16:59:23.271000,814438.0,149292.0,67091.0,92664.0,46244.0,82173.0,84592.0,82697.0,0,0,51
2016-11-28 16:59:24.278000,345393.0,25953.0,25634.0,7131.0,16446.0,17874.0,5039.0,3463.0,0,0,51
2016-11-28 16:59:25.259000,492052.0,403213.0,585966.0,187422.0,208885.0,281177.0,225673.0,77865.0,0,0,51
2016-11-28 16:59:26.259000,1443406.0,285338.0,135507.0,75562.0,250829.0,340302.0,131278.0,81639.0,0,0,80
2016-11-28 16:59:27.265000,1158884.0,922441.0,332237.0,211675.0,272244.0,192220.0,196598.0,86325.0,0,0,51
2016-11-28 16:59:28.243000,1018018.0,604061.0,115137.0,57228.0,205862.0,107500.0,19711.0,53986.0,0,0,51
2016-11-28 16:59:29.254000,150938.0,31117.0,20619.0,7619.0,30391.0,29633.0,16206.0,16577.0,0,0,51
2016-11-28 16:59:30.230000,1875304.0,276544.0,42713.0,68520.0,65762.0,90273.0,5642.0,3886.0,0,0,51
2016-11-28 16:59:31.232000,1708414.0,77368.0,12475.0,32332.0,22355.0,20010.0,3874.0,2139.0,0,0,51
2016-11-28 16:59:32.234000,1139704.0,19650.0,5048.0,5519.0,3433.0,2814.0,1237.0,450.0,0,0,0
2016-11-28 16:59:33.231000,918644.0,313173.0,174157.0,85442.0,55650.0,36527.0,45260.0,50866.0,0,0,51
2016-11-28 16:59:34.223000,94567.0,100000.0,14955.0,32711.0,16973.0,27519.0,11387.0,8977.0,0,0,51
2016-11-28 16:59:35.224000,946399.0,7627.0,3037.0,2187.0,4226.0,3995.0,1139.0,356.0,0,0,51
2016-11-28 16:59:36.223000,407766.0,89222.0,18688.0,794.0,4125.0,5737.0,1978.0,1898.0,0,0,0
2016-11-28 16:59:37.211000,1492885.0,39639.0,9414.0,6264.0,5155.0,4944.0,1599.0,807.0,0,0,0
2016-11-28 16:59:38.207000,791579.0,12432.0,24537.0,10292.0,9960.0,6079.0,2219.0,3339.0,51,51,0
2016-11-28 16:59:39.191000,285619.0,23097.0,1214.0,22084.0,5573.0,3993.0,2480.0,2387.0,56,57,0
2016-11-28 16:59:40.195000,1335120.0,403366.0,182639.0,63545.0,49368.0,28747.0,6554.0,4742.0,47,61,0
