Time,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,High_Gamma,Attention,Meditation,Signal
2015-11-26 17:04:32.956000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:33.457000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:33.958000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:34.459000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:34.960000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:35.461000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:35.961000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:36.462000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:36.963000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:37.464000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:37.965000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:38.466000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:38.967000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:39.467000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:39.968000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:40.469000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:40.970000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:41.471000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:41.972000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:42.472000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:42.973000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:43.474000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:43.975000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:44.476000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:44.977000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:45.478000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:45.978000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:46.479000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:46.980000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:47.481000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:47.982000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:48.483000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:48.983000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:50.032000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:50.533000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:51.034000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:51.535000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:52.035000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:52.536000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:53.037000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:53.538000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:54.039000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:54.552000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:55.052000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:55.553000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:56.054000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:56.555000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:57.056000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:57.557000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:58.058000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:58.558000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:59.059000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:04:59.560000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:00.061000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:00.562000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:01.063000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:01.563000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:02.064000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:02.565000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:03.066000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:03.567000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:04.068000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:04.568000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:05.069000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:05.570000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:06.071000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:06.576000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:07.078000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:07.579000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:08.079000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:09.510000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:10.011000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:10.512000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:11.013000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:11.513000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:12.014000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:12.515000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:13.016000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:13.517000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:14.018000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:14.519000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:15.019000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:15.520000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:16.021000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:16.522000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:17.023000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:17.524000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:18.024000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:18.525000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:19.026000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:19.527000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:20.028000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:20.529000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:21.030000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:21.530000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:22.031000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:22.677000,0,0,0,0,0,0,0,0,0,0,200
2015-11-26 17:05:22.855000,1699829.0,292681.0,84456.0,66600.0,204549.0,173781.0,46603.0,5898.0,38,70,0
2015-11-26 17:05:23.032000,626317.0,785866.0,186841.0,69916.0,324335.0,286676.0,197589.0,102596.0,38,70,51
2015-11-26 17:05:23.227000,491572.0,262606.0,85478.0,73838.0,62482.0,49131.0,83626.0,56214.0,38,70,80
2015-11-26 17:05:24.098000,1434819.0,491229.0,123300.0,153959.0,104352.0,175247.0,52481.0,43750.0,38,70,80
2015-11-26 17:05:25.095000,687945.0,189088.0,46020.0,133638.0,25836.0,247530.0,138754.0,191961.0,38,70,80
2015-11-26 17:05:26.095000,1363826.0,1229575.0,235502.0,1311396.0,733934.0,507492.0,375064.0,528952.0,38,70,80
2015-11-26 17:05:27.089000,1479529.0,187356.0,33673.0,254800.0,80309.0,142545.0,133635.0,80251.0,0,0,200
2015-11-26 17:05:28.083000,578643.0,38088.0,7960.0,5278.0,6953.0,1728.0,671.0,453.0,0,0,200
2015-11-26 17:05:29.124000,47.0,12.0,3.0,1.0,4.0,2.0,1.0,4.0,0,0,200
2015-11-26 17:05:30.065000,2098122.0,142608.0,24148.0,34993.0,79299.0,37184.0,9026.0,3849.0,0,0,200
2015-11-26 17:05:31.068000,247127.0,45686.0,44377.0,19654.0,17909.0,13853.0,3689.0,982.0,0,0,200
2015-11-26 17:05:32.048000,1371154.0,791367.0,108733.0,69832.0,74671.0,94720.0,43090.0,4855.0,0,0,200
2015-11-26 17:05:33.051000,579153.0,30366.0,13542.0,16989.0,18779.0,27568.0,21846.0,6815.0,0,0,200
2015-11-26 17:05:34.041000,492084.0,84953.0,5814.0,72473.0,34920.0,19747.0,12447.0,2745.0,0,0,200
2015-11-26 17:05:35.049000,389511.0,38661.0,41148.0,11154.0,8582.0,7490.0,4549.0,1667.0,0,0,200
2015-11-26 17:05:36.020000,910832.0,1097759.0,447439.0,801472.0,929196.0,331341.0,815455.0,397442.0,0,0,200
2015-11-26 17:05:37.020000,144247.0,18251.0,19523.0,20347.0,11833.0,15447.0,4617.0,3259.0,0,0,51
2015-11-26 17:05:38.014000,855411.0,158217.0,170831.0,50518.0,45800.0,33546.0,31858.0,15348.0,0,0,51
